"Date","PCE","Supply","Ambiguous","Demand"
1972 Q1,0.00990282454626502,0.00739515531103274,0.00196605212430209,0.000541617110930192
1972 Q2,0.010812377201638,0.00752360353706471,0.00243412152982961,0.000854652134743716
1972 Q3,0.0165228661875525,0.0121323620347053,0.00211336045966284,0.00227714369318432
1972 Q4,0.0113934053663531,0.00207594903630535,0.00166746303218688,0.00764999329786087
1973 Q1,0.0145186581246315,0.00707434236404461,0.00511847688474329,0.00232583887584364
1973 Q2,0.0205383095989467,0.00765250328969843,0.00355644048055872,0.00932936582868955
1973 Q3,0.0238195411076424,0.0131501897885433,0.00373128969818646,0.00693806162091263
1973 Q4,0.019616353203338,0.0128733874724732,0.000819416205582916,0.00592354952528188
1974 Q1,0.023191482971447,0.00350351610608487,0.00105053054185849,0.0186374363235036
1974 Q2,0.032183644170948,0.0148437958376521,0.00927301845188423,0.00806682988141172
1974 Q3,0.0292277352521041,0.0176970705451238,0.00749372412933107,0.00403694057764926
1974 Q4,0.0335314468725178,0.0267030186814005,0.0022681982957753,0.00456022989534206
1975 Q1,0.0250385043526999,0.0111487334363491,0.00654549876763076,0.00734427214871997
1975 Q2,0.0184771012880005,0.00853937948510262,0.00837617690952559,0.00156154489337228
1975 Q3,0.0268438464137888,0.0144436939735769,0.0064044750325489,0.00599567740766293
1975 Q4,0.0220940801709201,0.00994410163756223,0.00612999408754687,0.00601998444581099
1976 Q1,0.019950127081507,0.00825540412884899,0.00728401895985639,0.00441070399280159
1976 Q2,0.0173942283197092,0.0104211380970587,0.00217264522716404,0.00480044499548649
1976 Q3,0.0161009111063814,0.00559536864845757,0.00509676910301703,0.0054087733549068
1976 Q4,0.0136754406668613,0.00907124416696615,0.00109709040582018,0.00350710609407499
1977 Q1,0.0251354898280248,0.0153807552674289,0.00132453180452584,0.00843020275607002
1977 Q2,0.0202726044351405,0.00888197867580816,0.00184269476021137,0.00954793099912099
1977 Q3,0.023163399673089,0.0100399836075508,0.00154220135170628,0.011581214713832
1977 Q4,0.0167453428864614,0.00384544701284104,0.00173417268606881,0.0111657231875516
1978 Q1,0.0203192095950777,0.00737690579427897,0.000506286973933846,0.0124360168268649
1978 Q2,0.0180670937838997,0.0111823372836266,0.00263911324123801,0.00424564325903503
1978 Q3,0.0222096636034517,0.0123259363413858,0.00371547078006347,0.00616825648200246
1978 Q4,0.0222492056182705,0.00731687235681451,0.0065708039328459,0.00836152932861014
1979 Q1,0.0179600033109922,0.0100519559184092,0.00558276807200733,0.00232527932057575
1979 Q2,0.0253868474651958,0.0161363784555348,0.00266877715611313,0.00658169185354794
1979 Q3,0.0200981116469553,0.00975825622896937,0.00595584513027795,0.00438401028770798
1979 Q4,0.0216307246239869,0.0157952117238763,0.00358075754200117,0.00225475535810944
1980 Q1,0.022991808516322,0.0136315765318575,0.00242720986638184,0.00693302211808269
1980 Q2,0.0272429503172524,0.0116216365131497,0.004464247320802,0.0111570664833007
1980 Q3,0.0280475642087983,0.0103666258410974,0.00360829263716988,0.014072645730531
1980 Q4,0.0306672891797189,0.017038080901894,0.001091409145114,0.0125377991327109
1981 Q1,0.0297369314735321,0.0200957752411709,0.00159677048147922,0.00804438575088201
1981 Q2,0.0250070318346942,0.0138176985817788,0.00258280372776514,0.00860652952515032
1981 Q3,0.0255578450031401,0.0127294511914751,0.00672698655255974,0.00610140725910521
1981 Q4,0.0221333641384932,0.0162567679434315,0.00248375766712424,0.00339283852793749
1982 Q1,0.0240228837755268,0.0202848864069729,0.0038749178158779,-0.000136920447324001
1982 Q2,0.0300871435073621,0.0261100197318355,0.00261188084963488,0.00136524292589169
